source,target
f5059046-67e6-4929-a699-08c366cccb95|GCLC15711007-9,fdfa74bd-57b2-48a1-9b56-268ca3fb0f0c|GCLC15711007-4
b5d076a9-6538-400f-8146-b45e91f8eb2f|GCLC0414251-14,b4711c01-7f39-4fa8-919c-9bb0be62d753|GCLC0414251-7
b5efa088-a310-4b5a-9764-ad28d29c6f93|AO-SD3722-16,ef71783e-8d05-4d81-bd87-77b1e7501a8f|AO-SD3722-1
6d491c26-d714-4083-bc11-d70b0f082150|GCPP08410256-2,b55ed788-ff00-4059-9a86-f69e33762cab|GCPP08410256-1
f5bd5771-53fc-493c-aa87-e3d498eed953|GCMODLC31813079-113080-1,79b45939-771f-4ff0-8296-39f4cd9a3bb2|GCLC31813079-1
b5e52262-3949-4f0b-9d1d-3c959a2a1e67|GCLC30312969-5,183836a2-41e5-419a-8491-79d0f2e35a83|GCLC30312969-1
121cb487-8856-42ff-93f0-377ba34934c0|GCAOS01213469-3,0773983b-84d8-467a-ac31-b9a2b807b501|GCAOS01213469-1
01bbdc7b-600d-46ee-9006-8f8739fad976|GCLC10010309-11,81b7e837-d739-4373-b2ae-72bff7bb10fd|GCLC10010309-6
13a04295-b3c3-4974-8f6b-53da84ea6572|GCLC24512064-1,320df956-e90d-43d8-91f6-4e1bb3beacc5|GCLC0324230-11
6ce833a0-6d95-46d2-945c-08aba94bec54|R0582-50,843f377e-a8c1-45d8-8a8f-ce7454da9860|R0582-49
13cb7d24-3b24-4b25-bb8d-fe15ed6e3f15|ER3246-2,d319bde0-51f9-4b1c-bbd5-dc9af30c0a7f|ER3246-1
b5bfd6fe-dd7f-43dd-9940-194eeff768bc|AO-D3703-40,1beee685-cd4f-45e4-8847-f01e1e3d40bc|AO-D3703-31
f3624152-7782-4f57-8d0e-563cfb070363|GCMODLC29012745-12747-2,85d4a54d-0145-41bf-8d85-23629cb8d030|GCMODLC29012745-12747-1
f490929f-f121-410c-ab94-70d1342a776c|GCLC0664555-13,64cbaaf3-64b7-40b9-80d1-042fc67ad887|GCLC0664555-9
1411719c-ef49-4964-bda7-24550c2418d6|GCLC26712299-8,f35cc364-a552-4572-8ae1-620e73545517|GCLC26712299-1
dd614fc2-730e-4dd0-8c16-af6e7da12f35|QL4357-18,eb55d558-6020-41ee-886a-81fc72d7a756|QL4357-11
daf27f27-0eda-41a2-a46c-f03519f5179e|G3951-4560-4,ab26a411-ca0b-4d59-bb38-a1929b5c3d1d|G3951-4560-2
5b8d0182-3392-443a-87dc-55d9d420fadc|GCLC34413468-3,f5643339-0cda-4efa-8502-db7645add472|GCLC34413468-1
e1a69237-5114-4e2b-9648-050c8394240d|V14507-2,c466d127-d9fc-4c0a-8bcc-36e7e113be63|V14507-1
a3041106-f690-4e42-8c3a-1d57bb8e5461|GCLC0464379-10,8be475dc-ff95-4997-a5a6-43da9b1879d5|GCLC0464379-8
b5f0bc5c-8ae1-41c3-9850-fecbc57cb5a1|GCAOS00111924-37,65dc7d70-70c9-423f-bab6-96bff6b82ff6|GCAOS00111924-8
b5f17c29-c70c-4343-b96e-eb6c778c26b9|GCB03410038-5,480244c3-d2f6-4558-84e7-c9302d1406c9|GCB03410038-4
b6082175-41ee-4cb3-b632-b1a2c68fc1d0|GCLC29312810-2,23a9ad3a-90d1-435c-b8f8-db6aca073dea|GCLC29312810-1
6d83625f-14de-49ee-8391-12ef22da9c76|GCAOS00111924-33,65dc7d70-70c9-423f-bab6-96bff6b82ff6|GCAOS00111924-8
b63826f8-9b1f-449a-a828-147b7a556b3e|MCB2642-22,fe35f8d9-da3c-42a3-81aa-62337e1357ab|MCB2642-20
6da30526-77bd-4dc6-aa57-d51575d4a030|GCAOAS00113762-11,1b42f839-cc46-4cab-a66f-2e7ca99bddea|GCAOAS00113762-1
b5717aa3-4e79-49c2-a656-c365a75a71dc|R2150-34,44715cf1-336e-407b-93cb-1205457c2c69|R2150-28
6d7b24a5-88f5-4fa3-a246-cb1bbafa03c5|V12823-2,f00aeee9-9f05-4526-b986-7800c30080ff|V12823-1
6d8658fb-1f6b-4f7b-8114-3fbc6fd3faff|GCPP08810307-3,b7cb8493-6b15-47e4-b24c-fa6301ccc5fc|GCPP08810307-2
81efad7f-af72-42ba-9d14-f21897e75dfc|F11884-12,2225508d-7c71-4d44-bcd1-52c172724f2b|F11884-11
e10df2b3-7c6e-45f7-a3bd-3f30f09a639d|ASL10089-8,20bf016f-9f98-4dfa-80f2-33e4a94bb2f5|ASL10089-7
b5af3e34-8933-4f3e-af16-7e32baabbf4f|L3085-26,0bd29b07-6904-4047-9733-3ee4cad11ca9|L3085-25
6d2ccd3e-be8e-4c30-ad31-da1c1d31cbb4|R10354-10,29667b85-7712-4214-be3b-b12a99a67e37|R10354-9
bab3e15f-f239-4f6d-9f2e-720ed2ac8c86|V3748-22,54b84505-bc47-41c8-9b4a-d3bbfd48150f|V3748-7
12e4cbf6-0b6f-470e-bbf2-9605cc5967ff|GCLC26112161-5,46d95165-dbc0-4dbb-9a4f-952e6175197a|GCLC26112161-1
b5babfd9-adec-4935-844f-86bf4080ac70|R1851-42,088d081a-d1a1-424c-a969-7b99da08ca3c|R1851-39
b5bc664c-979d-4c7f-998c-a9bc8c073610|R3511-3,46b821c4-ca33-4391-98e0-a86bdfcc5d7b|R3511-1
b7f94459-319a-4fb2-8e81-d745bcb29c2b|GCLC25312124-12,fe6c0748-40ba-453f-a869-76864ea0640d|GCLC25312124-2
0e52d122-1f10-4f09-972e-5d15ae4fb3b6|AO-B4062-101,9b0d2f91-2a56-4e2b-9ece-739f7209b571|AO-B4062-100
b60cbedb-1490-4309-af6b-76cd128a8dca|R3480-25,e922aa1b-d555-4e78-80c4-54b3b9546b74|R3480-24
6d3d6336-ed32-4e6a-9bdb-13779b87bd93|GCPP20111981-3,10ddde65-3f99-40c0-aa98-cc3b9951770c|GCPP20111981-2
b64cc33e-d800-412a-8f6e-af270299655b|R3551-14,2a0f9fe7-1046-4c13-8ec6-8e87d394f896|R3551-12
ba7da0cf-42b8-4551-b40c-2916feb26238|GCLC0134158-7,3631fd43-1393-4dc6-85fe-4db68cfdf32f|GCLC0134158-6
ba85c816-bdd9-42ec-81ed-6ccead6fceb3|GCB04610187-7,545f0e52-fffb-4fdb-a18f-e98b779c9f55|GCB04610187-6
715e43f8-5c12-4f86-9942-2a1595913dfb|R13970-2,75f292c6-ce45-40d4-9976-48314852c92b|R13970-1
12f34028-fe83-43e0-bb40-f6121c13c02b|GCLC16911141-11,73fcca36-9f74-4abc-a418-6796ba61d9e5|GCLC16911141-5
bad327ca-e430-481f-ad9d-a523abf8f1f1|GCPP0384329-10,8642283a-b750-45c8-be57-4101e57f5b3a|GCPP0384329-9
809a64ea-9686-4e51-a4dd-14f45ab08f4f|SU11136-23,ddbcf739-2767-4a15-a709-42560f3a7224|SU11136-22
71647363-cd6f-43bd-9d2a-b9d94f0a264c|AO-C4436-60,116a14ff-c37f-41ec-8a5d-9308f6801754|AO-C4436-59
6d57a412-9469-453b-9110-92e751da5ae8|V12441-2,862295a8-823c-4610-bdee-24b6290a2e0f|V12441-1
6d4aad71-80a6-428e-a734-facfe4950e8e|GCAOV00212888-21,67ca6532-3da1-4fcb-9ec2-c2d7aecfc26f|GCAOV00212888-1
baaaae2b-449f-4d21-bd48-aad0d147c946|GCLC12610635-4,214007f2-42ed-4da0-8ea0-2ddb6c075d86|GCLC12610635-3
bab37efe-9e07-44fa-b79e-db406ebdd7e3|QR14582-2,1db417e3-d1d0-49cd-b341-435cc7824fba|QR14582-1
9c72a7f0-8de5-4b05-b42f-f7bdbf180a1d|QV12370-6,d9ec7d40-f6d3-4da6-8907-f8bb1eec246b|QV12370-1
6d40b817-5acb-4888-b46e-a7b200059d25|v12550-2,24fec08f-02c2-4c94-be1c-ffecb17c844d|v12550-1
b6014725-9838-44c8-b73d-ace9904f1d6c|S2CP4201-3,1c452322-ef30-4f5e-b236-7c9573f79347|S2CP4201-2
b9e6c967-cddf-4582-b874-372c86a785c2|GCMODPP1631131611317-1,9bd882fb-6caa-4bdf-b797-d88988e1eeb0|GCPP16311316-1
6d420b02-c023-49dd-a7e4-79a942e3ce6b|GCPP0404341-17,7070b899-68ff-4ba8-853b-ba3d51f9847f|GCPP0404341-3
b83b8247-b2d3-4135-bd77-be9ad116f38d|GCAOV00312889-48,6182b3e1-c2cf-4e41-8d68-0b7e368ffb71|GCAOV00312889-1
1305845e-f18a-40de-af28-b28b1ea56c69|R1952-3,f7cdcacd-82ad-4cde-b83b-6cd389ffd3ee|R1952-1
b65e37d9-5e5d-4624-9c62-669b186b1919|R2823-3,51d880ef-ce7f-49d9-a054-7bd6e8416665|R2823-2
0e04b762-0b5d-48b2-954f-adad9f239860|AO-B3709-74,faf8a94f-cb00-4c22-8ff7-e6c45d9f73c2|AO-B3709-32
6304d732-59c7-4d56-9dde-dadb3ea99133|GCLC15711007-10,fdfa74bd-57b2-48a1-9b56-268ca3fb0f0c|GCLC15711007-4
6d60059f-5230-4b4d-86a6-48e496f2037d|QR1806-63,3137e8f7-cf2e-4944-8617-68b16a20e10a|QR1806-61
6da4481b-96d1-43fd-88e3-3dcd88dda1ca|R0897-10,eabe23b1-a139-44b7-8a19-af9b8e693afd|R0897-8
6db37751-795d-443e-bf07-207cd47ede36|V3768-3,2fa1d988-0393-4d95-b2ec-4e8b4995c006|V3768-2
681eb2d1-5c02-478d-b082-a8cf7300fda9|R3912-20,7d9c179a-1207-47df-a856-5e4bcf239420|R3912-19
6defb0a6-1380-4ed3-97e5-f985940200a4|GCLC26612304-2,c9e6c927-57d7-4162-899d-32d2c628b415|GCLC26612304-1
40a6ed61-5d99-4b04-aebb-9893941b03b9|L3085-43,a160e353-7c94-4189-be3c-5f4b2ca0ad9e|L3085-42
08dc7753-3296-41e5-aa1d-f36593133eb6|GCLC20411644-7,af1c33ed-6164-40de-8dd0-451bd3d94599|GCLC20411644-1
fdc068da-0630-419b-8a50-8dde2bb0abf8|GCB0244438-10,16284fa1-098f-41e4-8c2f-a45a319715ec|GCB0244438-6
6df06fd4-4122-46a8-a6e3-d1d939041ddd|R3148-4,788c1c79-3504-40f9-9315-77bec5b443d3|R3148-1
6e202537-14ae-4437-8a56-9b089cd9e114|GCLC16711110-12,ac51dd4e-62f7-4716-b1c8-e32361fc69a6|GCLC16711110-3
6e4a8146-a2f9-4cfc-9f84-04910bda1966|GCLC0154159-14,a495efee-8712-495c-b4b1-3aa892f29c93|GCLC0154159-8
46ef2ca5-aec4-4d6e-8e7c-495815f6fc0d|SR12591-6,95a57ee3-5e61-47f6-ad16-8c2c1972cd74|SR12591-5
1305901b-4538-41c8-9992-518505017529|R4522-2,5ce8e30b-4461-4551-a7c8-0e9b2b8fb063|R4522-1
6dc6e0f3-7ce3-493e-869d-49b3df847185|L2848-39,c9a07cd9-424c-4fd3-aaee-73530a1c21cc|L2848-35
ba84ea96-3491-440e-b160-ae5d3829a33e|ASL10336-2,0d8d95f4-861c-4038-85ab-a23fce4d3c3d|ASL10336-1
6d87c7be-fe1a-42bf-b8cc-61c49ad170fc|MCB2785-5,951877dc-7e76-4245-90e7-193fdcf3a9c9|MCB2785-4
b98c37ab-70fb-45f6-863a-f08d562608af|GCLC22611910-9,92d216f5-2702-48e4-b9ee-d3a2fd2981e4|GCLC22611910-2
9a670763-db78-44bc-8893-dbb0572a30ca|GCLC0694559-15,112af353-3016-422b-90eb-9f90caec380e|GCLC0694559-7
13af1ecc-4f5c-46c3-a845-436b55a8ba92|QF11592-13,8c452537-a86a-4a23-aad9-ea7c0f8d93c0|QF11592-2
ee2553ce-1894-4252-ac64-ed7f5915c5db|SR12620-6,7723f4d1-fd1f-45c1-b59a-e5b5a8d10638|SR12620-5
ab998330-3078-40f7-9ffa-25c485319244|R1858-76,b7134ec5-454b-4a3d-8a4d-7f920ef00869|R1858-75
45b7188a-6ead-4c03-ba0d-a86acd11f2c6|MOD-3361-14609-1,918eaf4c-cc67-448a-b8cb-e933055d5f57|R3361-14
ba860edd-bfdc-48a8-a1c4-05b492573e16|P3232-8,6afebb68-56a1-4595-b964-473d57932e44|P3232-5
efbecb88-c29a-476d-9c91-3e3c89b24676|GCLC0194188-10,e4fc71f4-39c9-4eea-adbc-f155f7edae61|GCLC0194188-8
b9dd463e-6f7a-4dbc-bcac-1c905df4f928|R1705-33,02258a70-6648-4a7c-a288-cbc375de29e4|R1705-25
ada2f9bb-f209-4adf-a142-dd83a134b966|ASB10018-3,b2a893ef-96d8-4a3c-a4f5-a2c3ba9aff3d|ASB10018-2
bae433da-7049-40d5-8b18-733223570dac|QR3628-6,d7bee055-755a-4d4e-be87-21b5c44c53c7|QR3628-4
135b3c3a-fb7c-45ef-9380-cd4981d70617|L2422-2,cbb482db-e69c-429e-bf4c-990ae2fdea90|L2422-1
6e3b8268-6f77-4d03-854a-b050e958490a|GCAOV00312889-42,6182b3e1-c2cf-4e41-8d68-0b7e368ffb71|GCAOV00312889-1
2db01555-3cb5-4c15-abda-53ce7a91e7a9|R1622-56,eff09bbc-790a-4a0f-8338-4748258a5de3|R1622-49
b6538398-497a-449d-8c2a-b70e5a952aa6|GCB04210162-4,3ca290ac-506d-407f-b4f8-eb751b8ae88b|GCB04210162-3
6deaaf95-5684-4e3f-9739-719e6fce1710|GCAOPBE00113022-15,431fe974-a75f-439f-8e2a-8bfb2e1e296c|GCAOPBE00113022-1
13ace707-a7e7-432e-89b0-1fdc74a62678|R1805-27,f233e5d0-cd38-485f-95fc-d15d89b9598e|R1805-25
f6180628-0881-4ca7-9caf-c2bbdb3ea177|QR11281-13,76ace257-bba6-45b6-9f5b-ed2c761abe7f|QR11281-4
ba97c442-dc5c-43c8-97b1-9d7b8bcda0b4|R2526-2,08efa5bf-2cff-4e10-8c0d-b4e3d866d051|R2526-1
bac043af-67ca-43da-aa48-1f0df3075725|SG4459-5,5b2587c7-c66a-4ff6-a0be-65508aa6e960|SG4459-2
6db7bea7-1703-4ed3-968d-8a4555c3ebb0|QR1806-35,fe87afe0-6932-4af8-8ac7-91b405ce85ee|QR1806-29
badda617-7f04-4764-8ded-f3fdf5b436e3|V12635-5,fc826299-df02-4763-8368-e168a7047265|V12635-1
2f8a0252-9758-4096-999e-86272decf7fa|R3572-20,95e3b8f7-1219-472a-9cf8-3dc51fa0f894|R3572-13
143583d6-848d-418a-afb5-fcae1fd40a78|QR3243-23,0d8989db-6f1d-40f8-aec6-fb71ba54a617|QR3243-22
6e35d13a-82f5-4151-a1a7-2d03fdd1c807|R10047-2,92ae884d-1c8f-411c-95b1-b0027e131a9a|R10047-1
ef1eb8db-25e8-4ff5-8759-ebcbaa378e09|GCLC0624508-11,11476d14-b7bf-4b4e-8023-14e0f74ee9cd|GCLC0624508-7
6e2ec509-27fd-4915-af1a-d2e5b9a13bb4|R0530-6,9e23fb3e-1f0f-4aa7-968f-37cf6d98df09|R0530-4
f05c466d-6411-48b9-82fb-3ea89d85c788|GCMODLC11510528-11709-1,9fb141c6-5b73-42ba-b605-fe86def9a566|GCLC19311508-1
0ec75ece-ae24-4da0-90d4-fb1f48234094|GCAOS00612001-13,3ca51583-f714-4503-92a7-e473daedf424|GCAOS00612001-3
1398b1b9-6e93-412f-95e3-8c758fc04d5f|QF11516-7,c6fda864-a99b-4e30-aedc-584d603fcc72|QF11516-1
6dba115c-99e9-4c02-a4f6-b2c2e1a17b0c|QR1890-32,297f204f-5658-4a66-b752-8b8e01c5a1fa|QR1890-31
0f2ae379-f56a-419a-9b29-d8935f03f2f2|AO-D4092-32,fc742388-135b-46dc-b4cd-8b5e2397b4be|AO-D4092-31
baa6ae49-9614-40bb-8f06-c70f3622beb2|AO-S10550-34,c2e6c5a1-d38d-41c4-9c20-8a2e48358ed0|AO-S10550-30
bac65f94-07f4-4a22-8ed1-397aa996308e|GCLC26212167-7,64975b9b-bd89-43ac-a919-bb08c774afdc|GCLC26212167-1
1445525a-f178-4c07-be89-f7d51f45ccff|F11883-12,ab36fbd0-80b2-4ffd-9cde-b5d12f07dd58|F11883-5
14f53a7f-a5bb-4469-9fc2-b07617ed5726|GCMODLC24412067-15013-1,795be6f6-e908-4ae7-b82b-e5fad974d33a|GCLC24412067-1
ff5c326e-1942-40ed-8e31-2ba22f3dbdbb|GCMODLC31113071-113072-1,89fc154b-cc3f-4c18-b46c-972ac0aeba1a|GCLC31113071-1
fd0defc8-ed6a-4747-89e8-3700875a9254|GCLC15110925-3,9ba8b831-d8d2-4e9d-961e-0e8be4fd8a7f|GCLC15110925-2
f3371932-78f7-4204-9e41-e2965e597c15|GCMODLC21611776-11778-5,7778736f-4fb6-457e-a957-73f44b70946b|GCMODLC21611776-11778-2
bab3da6f-c0bb-40f6-82a0-70a3d96bda79|SPR3774-2,56194dfa-5bbe-47c1-bd3b-e7040b9b9fc8|SPR3774-1
6e3bc381-5e82-4747-8f06-937f3884e300|L4301-25,28aae04a-edf2-4c7c-b5be-e2ff2c517142|L4301-23
b9e0a3d4-1886-41af-ba16-b222dd120505|SU10941-8,69a1d525-0ae4-4c13-ab02-9fcf10bdb98e|SU10941-1
baed50cf-e828-4987-a66b-5c08e01c6c60|AO-R10706-9,3796a446-791f-4d44-a3f3-65ab43829549|AO-R10706-1
1437fc2e-2218-4014-b02a-349b94ba624f|SS13144-2,90bcd6d9-f7cd-47ff-a12e-08f7bcb70ec8|SS13144-1
6e2f5ad4-bc16-4fe6-a558-0ae3b0b8b209|GCPP14511171-15,eb909ce7-5536-44dc-b39b-23fea882f645|GCPP14511171-3
f7538465-14e1-405c-b925-5550617ba879|GCLC33613390-3,c57c84f9-e934-4cd3-a5c5-77ef7b8a1622|GCLC33613390-1
6e342021-0a27-414f-8366-306d0de7cc23|ER3470-7,36920884-cf7e-4613-a663-9fec8f20156f|ER3470-5
fdad9f26-0268-49d3-aa3c-74ea63c0c546|GCMODLC36713796-14229-1,2e75f3d6-e013-48a5-bc9d-2b991a0d34f1|GCLC36713796-3
6e410ebc-f2f3-4c4d-ba64-af34f697d60a|S2CP11188-2,1c8458fe-7726-405b-9e5f-c5620c11fc37|S2CP11188-1
6e528283-e56e-4bc8-bb39-0688a29b92df|R2914-6,2f358942-14aa-404e-807b-2a8bb26683a9|R2914-3
0ea03100-f41f-466b-a326-ff9737956ceb|GCAOC00713694-6,50eac5cd-d21f-4dff-b95d-763354aac050|GCAOC00713694-1
6e678d9d-8403-44bd-ad91-35f3b24c2d64|AO-D3703-41,b5bfd6fe-dd7f-43dd-9940-194eeff768bc|AO-D3703-40
4c645c78-43f1-4c37-ac57-c0de87b2a348|QR3612-36,fc22fc55-1e80-45a4-aba9-abf9dbf784e6|QR3612-22
8a88744e-cf8b-4c87-ae3a-327f8b8468e8|R2446-57,d7f6bfad-48dd-4d67-94aa-06735c876583|R2446-50
1415f6cf-59bf-4581-89cc-96e82aac0f87|R1805-41,ed0bb2aa-2952-42f8-9d8a-343701d819ba|R1805-39
b66072e8-7ba6-476e-b49b-7c2f3d619e59|R0856-27,c1a9c245-6c01-4531-97c4-0159df76dd52|R0856-26
13d051f6-925e-4ce4-a1aa-cd493a278f10|R1621-23,9df5e7b7-a112-4975-a231-e2dc3c6a8970|R1621-22
f4f20926-38dd-41a8-baa6-50d761a2f26a|GCLC33613390-2,c57c84f9-e934-4cd3-a5c5-77ef7b8a1622|GCLC33613390-1
f5ac358b-7ce9-4e69-a5c9-d040b5c1594b|GCGAP00712778-5,dffb602f-c7e5-4959-b00f-b661ee650dbc|GCGAP00712778-1
f67d9fa0-ee97-45a1-909c-180617408611|GCLC29112763-2,a7519dfe-f2b5-4a80-9f1c-c3fbe215c8ae|GCLC29112763-1
fb0296f1-5f8e-4b6b-9200-8881d334e284|GCLC08710160-2,9fa91fbc-e61f-4b1f-866d-341cdbd4e311|GCLC08710160-1
fea7f026-a002-4420-827e-c42660f8ff2c|GCMODLC21511780-14414-2,2179c334-6bba-4f70-9b60-c0fd6ee40eb5|GCMODLC21511780-14414-1
a18be89d-e3b6-4eea-a2da-8d8851ed9bf6|MOD-R3140-10702-1,289e1d3d-633e-409c-964b-8c7083d5dcb4|R3140-21
6e704f64-55c5-415b-bfd2-0f3c27f1addd|R0677-2,1dbbae4e-2398-485d-9f68-c98a1e6c6896|R0677-1
f5c81a02-fdf6-4b1e-9996-fe0957e7b83e|MOD-11320-14611-3,82fcad6c-5775-4af0-bc1c-422b497ae59e|MOD-11320-14611-1
580339dc-cf78-4217-9f6a-6d3bd41bc7ae|MOD-2579-14725-1,e690dcef-3108-4993-889f-d8526dd47961|L12579-10
fa4760bf-1e9a-4968-bf6a-870a9b06b7bc|R11047-12,26988fa6-a705-42f7-87f9-497b3122a496|R11047-11
b6643383-4285-493d-b807-257f52476cc3|R3452-4,4cd6e52b-8fee-4d35-892b-226cf15c57ac|R3452-1
6e819796-7698-4d1c-8582-79ad9e32ab26|PR3597-7,2da8e1c3-0a82-4401-b46b-290f7c4e8f0b|PR3597-5
13ab26ff-0db7-4a51-a1c7-824433feb041|MOD-1888-4269-14991-1,662539fc-f7b9-4ef7-a419-1e6de263ef59|G1888-4269-30
46e06d0b-1e4c-48a4-9e42-abca5600a938|QR2170-29,b61f901a-7519-4112-a498-687c6bad74dc|QR2170-26
b844766f-0f59-4978-8d26-887a81426f72|R3109-33,bf42fe47-353a-4509-8f94-54aac13f9bd2|R3109-21
16752c7e-89e8-4753-ad03-0420fd5caf30|SPR3774-5,a03186b6-6ce1-4ebc-bf1c-70f564138f9f|SPR3774-4
c65d0c79-137d-4df7-bd6d-f339fb73f511|AO-C12721-4,4b296c32-f6dd-4029-8a61-122b409dfeee|AO-C12721-1
9d3cf583-e34f-4e5f-9a1b-bc1509eb89ee|R1214-37,49419a85-d72b-43ae-95f0-1936720a020d|R1214-29
6ef75d89-bccf-45d5-9150-3de60ae4de7b|SPR4053-21,8e946c68-ac6b-42a8-99df-899a9470a009|SPR4053-16
9e3792c8-8c91-44f1-8234-4fc232bba449|R2454-49,0400f21f-5d21-4261-996a-3cea898cd5a5|R2454-39
b6a0eda0-4016-4acc-b256-3a73260bba81|R0353-11,d519259d-3a2d-4697-abfa-eb0ce0255921|R0353-8
b8900576-f26b-4743-bb70-e45935125ca4|SPR3828-6,09bb2c2e-274c-4063-aed3-d964ad6942f0|SPR3828-5
67a5dc4b-81a6-4ea0-95c2-26f61e2b974a|R1166-62,8f37aae4-93a8-4d70-8779-d2482f9fe563|R1166-55
8ce828fa-9f9c-4f4f-8ef5-707c6e7f5024|SP10572-11,591862fc-a68a-46da-8cd1-01b042b7dad7|SP10572-4
6f28612e-fceb-4ca5-83c9-3a3955858441|GCB0254514-3,a43f50aa-9538-4ddd-b76c-3a343d1c5f5a|GCB0254514-2
fdbf94a2-56f5-40db-9f42-77fce7db18b7|GCLC29612813-4,aa37d2f9-2c23-4576-91ad-1914f480bb26|GCLC29612813-1
fdfa74bd-57b2-48a1-9b56-268ca3fb0f0c|GCLC15711007-4,1cf0dc73-4ec4-4354-9d87-d245963f43f6|GCLC15711007-3
a8f0e35a-df69-48ee-b7f0-c58da4e8b53c|FR1646-28,e0736792-1a4e-4f71-82c8-e1ac6e8fa0b1|FR1646-27
1451fb1a-9465-480a-8500-53e90291f795|V11266-11,fdce00e2-c906-47e1-bebb-377f226cfb9b|V11266-3
5a698a80-c16e-4232-9c72-5c8db9393374|MOD-2642-13880-1,4b2f20bb-f3a4-4ffb-b8b3-02d4307193ab|MCB2642-30
0eda2344-8e2b-4064-8f2d-c9deef0a3710|GCAOS01012004-40,e0fd2271-0404-4fea-89dc-80625e6a8802|GCAOS01012004-5
5d52f53b-3ac5-4ab3-aa24-d5155cea0444|QR3164-28,eaf7d04d-e795-461d-b5c1-8f49154565e3|QR3164-27
4758c547-a355-4e85-9c11-b8f8c469780a|R3361-12,9a6aac8a-06e7-412c-9d64-244229aff5dc|R3361-9
168993fb-fca5-4abb-a728-25dce5f726a1|SR12619-2,c3339516-426f-45db-b867-4d813e8246a0|SR12619-1
45a7eab4-0e4a-4781-8296-de2401d6ccf7|QR2913-33,aa21d54e-33c7-473c-94fa-8b855776fb6a|QR2913-20
ac16fba9-3f79-45c3-abee-abd7cd99cd4c|SPR3828-7,09bb2c2e-274c-4063-aed3-d964ad6942f0|SPR3828-5
5a8dd5fd-7ca4-49aa-af3f-fb66c23c4f54|QL3924-19,06be808c-a157-4efc-8fc9-be84fc5d31f1|QL3924-18
6e84873c-2d0c-4b69-acfc-2c4d6795a102|R3606-3,19a6a424-853d-4d24-89b3-608648464531|R3606-1
b6803a94-37ee-4148-a1ee-517bfd8aa61e|GCLC0224187-7,f278e70a-3ba5-4468-8ec1-ac716c990baa|GCLC0224187-6
6e73ab97-5217-4cf4-bb96-ef3129711a32|SPP3971-14,19766ca4-0892-4248-8290-39c1f7406b8e|SPP3971-13
6e9bddd4-2f3f-418e-9622-07f554df658c|X2978-3,bbde155b-c1e6-4d36-9d2e-c3bf20e9c506|X2978-2
6fca42f6-89ca-4e7a-956a-fde86ce74ec2|SSF12545-2,f2a18e08-f2c8-4c26-aa6c-f9c35827f0b5|SSF12545-1
5b34a09c-0f44-4058-adf5-508d8f8594c7|SSF4542-8,7ad2c943-6429-4c41-ba46-4cdbae2ad1f0|SSF4542-7
b6809ca5-2327-499c-95a2-d3595b8345ef|R2124-16,2806ad49-72e2-4f8a-a64b-b70c2677259b|R2124-15
6e9ba336-71a5-4114-898d-ef7843e72765|R2446-41,16081d1e-d483-45f1-825e-232b4f22f994|R2446-39
b683466e-71f0-4b87-b2f3-e54249e71a30|R1492-23,05bbf98b-2eae-4b42-a31e-f53581a4ba3a|R1492-21
b6822cf4-c73c-4151-a6c7-46f7ef7eb244|GCLC31613098-2,1b459fde-6655-45bc-825c-5a4e03f3ac55|GCLC31613098-1
5cc233ac-1ed7-419d-9d2b-04edf2ca4bcf|R2440-12,7e0b6220-4fa3-4955-a7f5-697f5bf90374|R2440-11
0baacebf-f6a2-4dae-bae1-4c8500ad8bef|MOD-3912-14727-1,3bc9b837-083e-4a83-8eea-eba3288bd547|R3912-24
6a51984d-306c-43fc-b9a4-71b2132c25f2|GCPP0354326-8,3b804b72-2d5d-48ea-af58-daca8be2e9cf|GCPP0354326-7
b6bcdedb-cf36-4ce5-9aa6-496591a6fe5f|GCMODPP08710303-11387-7,91351711-8f5b-47ad-8ba7-ff2db07aac8b|GCMODPP08710303-11387-2
6e9f5b52-ea2a-4237-b8d0-69230ffcb5c3|V11438-5,6f6ba423-5589-4631-8804-699d40326eae|V11438-2
14374aa1-17fb-43b4-84b3-65403098e905|R1656-28,0595f156-4ece-4ffe-91fe-a490e9a1cba1|R1656-19
71db6b29-0a65-4115-a0cb-a60961005d4a|fr1912-3,1ba56a52-83d3-45f8-8ec2-fb31166cc1ad|fr1912-1
6ed6f939-2b7c-4bef-aa19-d4775a542192|GCAOB00412009-30,7c93f31e-ad1d-4338-b43b-ff2fad35ca2f|GCAOB00412009-2
ce164b27-6e83-4389-978c-656c45a9e13a|AO-D3066-25,441b187a-20b1-4718-a5e7-ca4724357d47|AO-D3066-21
6e82866c-1de2-44ca-b152-28cea8dc75dc|GCAOS00411998-34,195824ad-005b-4819-aed5-f9d0701fc4c1|GCAOS00411998-3
2ca58ed1-bc63-4673-8975-985ad65d930c|MOD-3912-14727-2,0baacebf-f6a2-4dae-bae1-4c8500ad8bef|MOD-3912-14727-1
59dbce81-717e-4b21-bb67-da8b1eb00509|GCMODPP16811388-11598-10,51fb00cb-47eb-4fdd-9bcd-c4f3d27b1082|GCMODPP16811388-11598-3
6ea0a6a1-4d91-42f4-a571-578f75c3a4de|V10285-3,0afdbeed-2258-4f9e-8c9c-cd97221911b2|V10285-1
